income,existing_emis,credit_score,loan_amount,tenure_years,loan_type,employment_type,approved
90800.0,0.0,586,1840000.0,3,Business,Salaried,0
142400.0,0.0,759,1310000.0,1,Personal,Self-Employed,1
85400.0,10600.0,735,1820000.0,1,Business,Salaried,1
147500.0,75400.0,676,450000.0,4,Business,Salaried,0
132200.0,0.0,638,7050000.0,6,Home,Salaried,1
51500.0,20000.0,858,2930000.0,27,Home,Unemployed,0
88800.0,17300.0,792,1240000.0,6,Education,Self-Employed,1
194700.0,114300.0,782,200000.0,14,Education,Salaried,0
131200.0,64300.0,676,890000.0,15,Education,Self-Employed,0
55600.0,0.0,821,370000.0,3,Business,Salaried,1
104200.0,0.0,585,1720000.0,10,Home,Salaried,0
25500.0,13900.0,325,4450000.0,28,Home,Salaried,0
83000.0,41200.0,750,90000.0,2,Personal,Self-Employed,1
129900.0,75300.0,326,1120000.0,8,Education,Salaried,0
102300.0,27300.0,690,260000.0,1,Personal,Salaried,1
35100.0,0.0,682,790000.0,9,Education,Self-Employed,1
92300.0,36300.0,812,3390000.0,27,Home,Salaried,0
198300.0,113800.0,617,520000.0,3,Personal,Salaried,0
125600.0,40000.0,757,250000.0,6,Personal,Self-Employed,1
31500.0,0.0,834,1230000.0,14,Education,Salaried,1
195900.0,0.0,643,690000.0,7,Personal,Self-Employed,1
33300.0,14500.0,688,470000.0,7,Business,Self-Employed,0
142400.0,67800.0,788,2000000.0,4,Business,Salaried,0
104600.0,14400.0,765,1630000.0,4,Business,Salaried,1
50200.0,0.0,717,1500000.0,8,Home,Salaried,1
171700.0,0.0,715,1260000.0,11,Education,Salaried,1
167600.0,13900.0,475,1190000.0,1,Business,Salaried,0
143900.0,6400.0,517,190000.0,6,Business,Salaried,0
119000.0,0.0,654,6080000.0,28,Home,Salaried,1
147800.0,57200.0,631,140000.0,13,Education,Salaried,0
14000.0,0.0,811,4660000.0,13,Home,Salaried,0
91700.0,53500.0,862,230000.0,6,Education,Self-Employed,0
46500.0,0.0,800,1230000.0,4,Personal,Salaried,1
43000.0,0.0,657,410000.0,2,Business,Self-Employed,1
65100.0,2600.0,776,500000.0,11,Education,Salaried,1
28000.0,800.0,420,100000.0,1,Personal,Salaried,0
153300.0,0.0,686,600000.0,3,Personal,Unemployed,0
180500.0,54400.0,587,1200000.0,4,Personal,Salaried,0
40500.0,21500.0,766,1330000.0,7,Personal,Salaried,0
42300.0,0.0,769,5390000.0,29,Home,Self-Employed,0
79700.0,0.0,817,6310000.0,17,Home,Salaried,0
118600.0,0.0,579,1160000.0,3,Personal,Unemployed,0
97500.0,17300.0,736,550000.0,1,Personal,Salaried,1
101000.0,53100.0,641,460000.0,10,Business,Salaried,0
87400.0,0.0,332,580000.0,12,Education,Self-Employed,0
89700.0,47200.0,310,1470000.0,3,Education,Salaried,0
117400.0,7400.0,735,6900000.0,12,Home,Self-Employed,0
77600.0,24900.0,327,620000.0,2,Business,Self-Employed,0
49500.0,9400.0,421,2140000.0,8,Business,Self-Employed,0
41300.0,15900.0,593,1840000.0,7,Business,Salaried,0
196000.0,24900.0,776,660000.0,7,Education,Self-Employed,1
63500.0,33300.0,708,340000.0,3,Personal,Salaried,0
181500.0,82000.0,694,650000.0,4,Personal,Salaried,1
94100.0,0.0,794,4710000.0,24,Home,Unemployed,0
197400.0,0.0,771,2870000.0,9,Home,Salaried,1
71500.0,0.0,675,5920000.0,19,Home,Salaried,0
132100.0,2900.0,655,5720000.0,29,Home,Self-Employed,1
51400.0,21000.0,392,1160000.0,5,Business,Salaried,0
134000.0,33000.0,730,800000.0,7,Personal,Self-Employed,1
82100.0,8000.0,680,5450000.0,26,Home,Salaried,0
188300.0,0.0,622,1260000.0,4,Education,Self-Employed,1
153000.0,50000.0,723,2440000.0,5,Business,Salaried,1
97500.0,11400.0,636,7760000.0,19,Home,Salaried,0
82400.0,14000.0,366,2530000.0,7,Business,Salaried,0
89900.0,8300.0,792,1240000.0,5,Personal,Unemployed,0
198700.0,116100.0,750,6710000.0,30,Home,Unemployed,0
131600.0,0.0,822,1600000.0,7,Business,Salaried,1
130700.0,0.0,456,2450000.0,22,Home,Salaried,0
29500.0,11100.0,590,1080000.0,4,Education,Salaried,0
36500.0,13800.0,669,1350000.0,3,Personal,Self-Employed,0
163700.0,25600.0,620,1580000.0,5,Home,Self-Employed,1
186300.0,15900.0,653,140000.0,7,Personal,Salaried,1
104300.0,4600.0,319,5660000.0,17,Home,Salaried,0
45800.0,4900.0,742,190000.0,6,Business,Self-Employed,1
124800.0,39100.0,635,1860000.0,9,Business,Unemployed,1
80600.0,0.0,640,1130000.0,27,Home,Salaried,1
49500.0,21000.0,716,1220000.0,9,Education,Salaried,0
59000.0,29900.0,850,400000.0,10,Business,Unemployed,0
103700.0,0.0,773,6620000.0,24,Home,Unemployed,0
118600.0,45000.0,649,200000.0,9,Business,Salaried,1
167400.0,96900.0,592,620000.0,6,Business,Salaried,0
25700.0,5700.0,635,2890000.0,5,Home,Salaried,0
161500.0,0.0,701,5010000.0,21,Home,Salaried,1
189900.0,0.0,736,990000.0,13,Education,Self-Employed,1
49300.0,14600.0,677,220000.0,10,Education,Self-Employed,1
56400.0,600.0,736,60000.0,10,Education,Salaried,1
112300.0,22700.0,717,2510000.0,7,Business,Salaried,1
77000.0,35800.0,602,480000.0,10,Education,Salaried,1
188300.0,25300.0,334,1490000.0,7,Personal,Self-Employed,0
28500.0,0.0,504,1660000.0,1,Business,Salaried,0
159600.0,90700.0,689,930000.0,7,Personal,Salaried,0
121700.0,23300.0,738,6880000.0,18,Home,Unemployed,0
57200.0,16800.0,780,740000.0,1,Personal,Salaried,1
78400.0,0.0,750,1290000.0,14,Education,Self-Employed,1
14500.0,7100.0,628,710000.0,10,Business,Salaried,0
70600.0,6500.0,826,370000.0,8,Education,Self-Employed,1
108500.0,0.0,678,580000.0,5,Business,Self-Employed,1
176700.0,0.0,818,300000.0,1,Personal,Salaried,1
34200.0,7300.0,703,1350000.0,6,Business,Salaried,0
21200.0,11800.0,656,310000.0,7,Education,Salaried,0
32500.0,4900.0,632,2700000.0,10,Business,Salaried,0
63800.0,0.0,705,610000.0,2,Personal,Salaried,1
44200.0,16900.0,680,50000.0,5,Education,Salaried,1
172300.0,17600.0,649,1060000.0,8,Business,Self-Employed,1
92400.0,54000.0,342,1150000.0,1,Personal,Self-Employed,0
103800.0,6800.0,441,2970000.0,4,Business,Salaried,0
157700.0,76100.0,720,3130000.0,22,Home,Self-Employed,0
98200.0,0.0,690,1600000.0,10,Business,Salaried,1
148900.0,87400.0,464,260000.0,10,Education,Self-Employed,1
151900.0,87000.0,853,2640000.0,9,Business,Salaried,0
176700.0,96500.0,690,1810000.0,5,Business,Unemployed,0
143900.0,0.0,786,860000.0,7,Personal,Salaried,1
13600.0,0.0,758,810000.0,7,Education,Salaried,0
66200.0,0.0,599,2620000.0,23,Home,Salaried,0
92900.0,0.0,694,920000.0,9,Business,Salaried,1
146100.0,64300.0,828,2680000.0,6,Home,Unemployed,0
139600.0,33400.0,523,1380000.0,12,Education,Salaried,0
72600.0,29800.0,639,1710000.0,5,Business,Self-Employed,0
130100.0,29300.0,409,250000.0,10,Education,Salaried,0
92400.0,22700.0,733,1440000.0,9,Education,Salaried,1
68800.0,21100.0,730,4740000.0,14,Home,Self-Employed,0
138000.0,63200.0,799,350000.0,5,Business,Salaried,1
30300.0,8800.0,610,1120000.0,6,Personal,Salaried,0
109100.0,63300.0,818,970000.0,2,Personal,Self-Employed,0
188100.0,0.0,659,150000.0,5,Education,Self-Employed,1
58500.0,900.0,702,1390000.0,3,Personal,Salaried,1
170200.0,83900.0,805,5130000.0,18,Home,Self-Employed,0
165900.0,17000.0,731,730000.0,3,Personal,Salaried,1
104700.0,24600.0,629,640000.0,4,Personal,Unemployed,0
118100.0,21500.0,817,950000.0,3,Education,Salaried,1
100000.0,0.0,866,570000.0,11,Education,Unemployed,1
44800.0,17600.0,715,2590000.0,3,Business,Salaried,0
24800.0,0.0,851,930000.0,5,Education,Unemployed,1
72900.0,0.0,744,640000.0,3,Education,Salaried,0
137100.0,55900.0,667,6290000.0,28,Home,Salaried,0
44700.0,0.0,708,120000.0,5,Personal,Self-Employed,1
25700.0,0.0,799,1390000.0,3,Personal,Self-Employed,1
197900.0,23700.0,711,930000.0,4,Business,Salaried,1
164000.0,57300.0,755,690000.0,3,Business,Self-Employed,1
118800.0,0.0,758,1440000.0,14,Education,Self-Employed,1
51000.0,0.0,695,2710000.0,3,Business,Salaried,1
82700.0,3900.0,683,440000.0,4,Business,Salaried,1
166400.0,82700.0,695,1320000.0,5,Education,Salaried,0
57400.0,21100.0,744,830000.0,1,Personal,Salaried,1
18100.0,2200.0,314,350000.0,14,Education,Self-Employed,0
25700.0,0.0,475,1160000.0,1,Personal,Salaried,0
124500.0,6000.0,841,430000.0,1,Personal,Unemployed,0
134300.0,24400.0,542,160000.0,1,Business,Salaried,1
173700.0,76900.0,605,6240000.0,27,Home,Salaried,0
33700.0,12400.0,387,1100000.0,1,Business,Salaried,0
54700.0,0.0,498,870000.0,7,Personal,Salaried,1
26400.0,2900.0,694,5410000.0,12,Home,Self-Employed,0
102000.0,4700.0,730,4210000.0,28,Home,Self-Employed,1
68900.0,22800.0,361,7200000.0,15,Home,Salaried,0
181300.0,0.0,679,330000.0,2,Personal,Salaried,1
116000.0,50500.0,596,2260000.0,19,Home,Salaried,0
16000.0,0.0,738,970000.0,2,Business,Unemployed,0
174200.0,4600.0,654,1350000.0,1,Business,Salaried,1
77400.0,28300.0,530,1360000.0,7,Personal,Salaried,0
76100.0,0.0,709,5970000.0,28,Home,Self-Employed,0
191100.0,0.0,876,820000.0,4,Personal,Salaried,1
83700.0,0.0,332,70000.0,15,Education,Salaried,0
59000.0,11900.0,744,570000.0,13,Education,Salaried,1
118900.0,18900.0,715,680000.0,4,Personal,Salaried,0
170700.0,6000.0,369,930000.0,8,Education,Salaried,0
156000.0,81300.0,747,530000.0,10,Business,Salaried,0
19200.0,9900.0,599,5880000.0,6,Home,Salaried,0
15000.0,0.0,435,110000.0,6,Education,Unemployed,0
33300.0,4100.0,796,1030000.0,1,Personal,Salaried,1
73400.0,0.0,705,1000000.0,10,Education,Salaried,1
42100.0,23500.0,306,930000.0,15,Education,Self-Employed,0
83200.0,32800.0,777,990000.0,4,Education,Unemployed,1
199600.0,87900.0,634,7090000.0,30,Home,Salaried,0
109800.0,12800.0,825,1050000.0,6,Business,Self-Employed,1
33700.0,14800.0,390,560000.0,11,Education,Self-Employed,0
125800.0,31600.0,795,230000.0,11,Education,Self-Employed,1
137200.0,65500.0,633,1280000.0,9,Business,Self-Employed,0
157300.0,0.0,303,450000.0,5,Business,Self-Employed,0
35800.0,9300.0,874,480000.0,9,Business,Self-Employed,1
87600.0,37400.0,819,2710000.0,10,Business,Salaried,0
20500.0,0.0,713,630000.0,4,Personal,Unemployed,0
101700.0,11200.0,827,2820000.0,2,Business,Salaried,1
81500.0,18600.0,724,890000.0,7,Personal,Salaried,1
21100.0,6600.0,832,460000.0,9,Education,Salaried,1
19900.0,0.0,482,3730000.0,13,Home,Unemployed,0
65500.0,10800.0,815,470000.0,7,Education,Salaried,1
137300.0,17000.0,488,70000.0,1,Personal,Unemployed,0
168500.0,20500.0,442,5990000.0,21,Home,Salaried,0
32600.0,0.0,411,1350000.0,5,Business,Salaried,0
149500.0,31700.0,785,5960000.0,15,Home,Unemployed,0
130600.0,60900.0,686,1390000.0,9,Education,Salaried,0
116900.0,0.0,843,960000.0,6,Education,Salaried,1
53400.0,15100.0,655,1540000.0,3,Business,Self-Employed,0
173100.0,0.0,613,850000.0,2,Personal,Unemployed,0
61500.0,21500.0,719,1000000.0,2,Personal,Salaried,1
137600.0,52000.0,730,2720000.0,12,Home,Self-Employed,0
96100.0,24500.0,847,1010000.0,8,Education,Salaried,1
102900.0,0.0,706,2260000.0,14,Home,Self-Employed,1
159200.0,73700.0,687,3440000.0,19,Home,Self-Employed,0
62400.0,0.0,793,500000.0,9,Education,Unemployed,1
158600.0,92100.0,637,4550000.0,28,Home,Salaried,1
144500.0,0.0,732,2000000.0,9,Business,Salaried,1
169600.0,73000.0,647,3300000.0,18,Home,Unemployed,0
18800.0,10600.0,703,4140000.0,10,Home,Unemployed,0
157200.0,25700.0,783,990000.0,2,Personal,Salaried,1
26400.0,11100.0,584,1130000.0,11,Education,Self-Employed,0
122600.0,61200.0,496,3690000.0,28,Home,Salaried,1
30700.0,0.0,699,670000.0,6,Education,Salaried,1
182600.0,26800.0,721,620000.0,8,Education,Salaried,1
120600.0,55800.0,718,190000.0,3,Personal,Salaried,1
43800.0,0.0,671,240000.0,5,Personal,Salaried,1
104800.0,46600.0,309,5670000.0,24,Home,Salaried,0
51300.0,15000.0,849,380000.0,4,Personal,Salaried,1
92000.0,7000.0,726,210000.0,2,Personal,Unemployed,0
91700.0,44200.0,774,830000.0,4,Personal,Salaried,1
67300.0,0.0,726,930000.0,3,Personal,Salaried,1
110400.0,40700.0,725,2380000.0,19,Home,Salaried,0
147400.0,0.0,726,1250000.0,3,Education,Unemployed,1
24600.0,0.0,655,5710000.0,22,Home,Salaried,0
100100.0,21000.0,665,950000.0,2,Personal,Salaried,1
69500.0,16800.0,729,2010000.0,2,Business,Salaried,1
64600.0,4000.0,738,1160000.0,3,Personal,Self-Employed,1
150600.0,82200.0,562,390000.0,6,Education,Unemployed,0
101400.0,4700.0,334,6550000.0,18,Home,Salaried,0
154900.0,36500.0,763,560000.0,11,Education,Salaried,1
170300.0,0.0,508,1080000.0,7,Personal,Self-Employed,0
160300.0,53700.0,693,170000.0,6,Business,Salaried,1
52200.0,31300.0,395,310000.0,14,Education,Self-Employed,0
110900.0,20700.0,698,2400000.0,5,Home,Salaried,1
132600.0,79200.0,677,110000.0,5,Personal,Self-Employed,0
130900.0,37200.0,487,2440000.0,1,Business,Unemployed,0
45300.0,0.0,797,1400000.0,19,Home,Self-Employed,1
173300.0,88700.0,771,520000.0,6,Personal,Salaried,1
43800.0,0.0,697,70000.0,13,Education,Self-Employed,1
167100.0,73100.0,712,440000.0,2,Personal,Salaried,1
152400.0,0.0,677,1120000.0,6,Business,Salaried,1
99000.0,5400.0,655,900000.0,1,Personal,Salaried,1
82400.0,35800.0,798,970000.0,7,Personal,Salaried,0
83300.0,13900.0,706,6760000.0,13,Home,Salaried,0
60800.0,3400.0,697,6290000.0,21,Home,Unemployed,0
168900.0,54500.0,763,3100000.0,30,Home,Salaried,1
143500.0,71500.0,623,1170000.0,7,Education,Salaried,0
33700.0,3800.0,738,590000.0,9,Education,Salaried,1
31700.0,17100.0,718,520000.0,1,Personal,Salaried,0
99800.0,1300.0,414,890000.0,9,Education,Salaried,0
59500.0,12100.0,683,2920000.0,4,Business,Self-Employed,0
157500.0,0.0,591,780000.0,3,Personal,Salaried,0
118800.0,47300.0,606,1180000.0,30,Home,Unemployed,0
43100.0,3800.0,375,170000.0,6,Education,Salaried,0
58000.0,29400.0,718,1100000.0,8,Business,Salaried,0
183600.0,91600.0,777,380000.0,3,Business,Self-Employed,1
73500.0,29800.0,449,4510000.0,16,Home,Salaried,0
126400.0,0.0,692,1240000.0,5,Personal,Salaried,1
133400.0,15000.0,710,1080000.0,3,Business,Unemployed,0
139000.0,21800.0,344,630000.0,11,Education,Salaried,0
77100.0,0.0,705,2440000.0,3,Business,Self-Employed,1
14200.0,5700.0,606,1330000.0,2,Business,Self-Employed,0
158800.0,0.0,542,420000.0,3,Business,Salaried,0
27000.0,15400.0,673,1590000.0,10,Business,Self-Employed,0
99400.0,51800.0,604,1840000.0,6,Business,Salaried,0
156200.0,25000.0,707,700000.0,7,Education,Self-Employed,1
18900.0,0.0,620,170000.0,6,Personal,Salaried,1
63600.0,0.0,670,2490000.0,9,Business,Salaried,1
82100.0,48100.0,813,590000.0,6,Personal,Salaried,0
16200.0,0.0,752,1330000.0,9,Education,Salaried,0
199000.0,64400.0,761,870000.0,23,Home,Salaried,1
141500.0,42600.0,704,630000.0,5,Business,Salaried,1
159000.0,26200.0,785,1940000.0,2,Business,Salaried,1
53600.0,23400.0,715,650000.0,5,Personal,Self-Employed,0
116800.0,22400.0,337,2580000.0,8,Business,Salaried,0
60100.0,30700.0,457,4710000.0,16,Home,Self-Employed,0
153200.0,43000.0,738,960000.0,12,Education,Salaried,1
65400.0,0.0,393,820000.0,4,Personal,Self-Employed,0
53000.0,0.0,653,260000.0,7,Personal,Salaried,1
78200.0,42200.0,779,1930000.0,6,Business,Salaried,0
87900.0,0.0,831,560000.0,3,Business,Salaried,1
74800.0,7700.0,395,990000.0,4,Personal,Salaried,0
38100.0,22800.0,770,1420000.0,3,Personal,Self-Employed,0
100700.0,22400.0,814,5410000.0,22,Home,Salaried,0
42300.0,22200.0,837,7410000.0,15,Home,Self-Employed,0
50900.0,7500.0,874,1200000.0,4,Personal,Self-Employed,1
169500.0,0.0,361,1090000.0,1,Personal,Self-Employed,1
88400.0,24900.0,783,1440000.0,6,Personal,Self-Employed,1
167600.0,81600.0,481,90000.0,4,Personal,Salaried,0
35300.0,5600.0,488,420000.0,3,Business,Salaried,0
57700.0,9200.0,761,710000.0,14,Education,Salaried,1
76400.0,15200.0,673,2560000.0,6,Home,Self-Employed,1
16900.0,0.0,765,2800000.0,27,Home,Salaried,0
94700.0,42300.0,643,470000.0,9,Education,Salaried,1
51800.0,18200.0,767,6090000.0,21,Home,Salaried,0
133000.0,40000.0,699,7450000.0,25,Home,Unemployed,0
180700.0,102700.0,685,750000.0,5,Business,Salaried,0
79000.0,43300.0,509,1270000.0,7,Personal,Self-Employed,0
80300.0,30200.0,426,2540000.0,22,Home,Self-Employed,0
22500.0,3300.0,771,1040000.0,6,Personal,Unemployed,0
97700.0,35700.0,623,1930000.0,7,Home,Self-Employed,0
23400.0,8200.0,716,4530000.0,30,Home,Salaried,0
33900.0,4000.0,663,750000.0,5,Personal,Salaried,0
33000.0,0.0,657,2440000.0,10,Business,Self-Employed,0
88500.0,33500.0,719,450000.0,6,Personal,Salaried,1
139400.0,52400.0,776,1870000.0,5,Home,Salaried,1
45600.0,0.0,625,2600000.0,6,Business,Salaried,0
32400.0,6000.0,778,4040000.0,26,Home,Salaried,0
41100.0,18900.0,803,5080000.0,10,Home,Salaried,0
160300.0,0.0,834,1470000.0,5,Business,Self-Employed,1
78500.0,0.0,709,620000.0,9,Education,Salaried,0
88900.0,7500.0,677,2470000.0,4,Business,Salaried,1
82200.0,39000.0,733,340000.0,6,Education,Salaried,1
32100.0,6300.0,767,1460000.0,1,Business,Self-Employed,0
182900.0,30700.0,699,390000.0,6,Business,Self-Employed,1
65400.0,34600.0,862,1110000.0,5,Education,Salaried,0
117600.0,23100.0,753,860000.0,7,Education,Salaried,1
24800.0,0.0,686,6900000.0,29,Home,Self-Employed,0
100000.0,20000.0,763,2420000.0,28,Home,Salaried,1
89200.0,26000.0,727,7350000.0,21,Home,Salaried,0
192400.0,0.0,729,920000.0,6,Business,Unemployed,0
195200.0,0.0,787,1270000.0,1,Personal,Salaried,1
198700.0,0.0,710,900000.0,8,Business,Self-Employed,1
25700.0,5200.0,760,6650000.0,18,Home,Self-Employed,0
13200.0,0.0,665,1340000.0,5,Business,Salaried,0
134900.0,66500.0,523,1090000.0,12,Education,Salaried,0
46100.0,16600.0,494,4550000.0,7,Home,Salaried,0
135700.0,13300.0,358,1380000.0,15,Education,Unemployed,0
189500.0,107800.0,808,6910000.0,11,Home,Self-Employed,0
49300.0,0.0,636,2910000.0,9,Business,Salaried,0
51400.0,0.0,696,1490000.0,4,Personal,Salaried,1
79700.0,5400.0,570,1210000.0,4,Personal,Self-Employed,0
189800.0,0.0,802,470000.0,6,Personal,Salaried,1
15000.0,0.0,819,230000.0,4,Business,Self-Employed,1
41300.0,18900.0,788,1300000.0,6,Personal,Salaried,0
90800.0,28300.0,790,2040000.0,6,Business,Self-Employed,1
17600.0,4300.0,800,940000.0,1,Personal,Self-Employed,0
100500.0,0.0,705,830000.0,15,Education,Salaried,1
14800.0,0.0,872,1340000.0,20,Home,Salaried,0
112900.0,40900.0,686,1460000.0,5,Business,Self-Employed,1
137700.0,40700.0,442,230000.0,11,Education,Unemployed,0
27500.0,6700.0,326,2200000.0,10,Home,Salaried,0
195100.0,60900.0,814,1150000.0,5,Education,Salaried,1
120900.0,0.0,823,610000.0,3,Education,Self-Employed,1
131300.0,0.0,703,590000.0,20,Home,Salaried,1
175500.0,0.0,878,710000.0,7,Education,Salaried,1
135200.0,27400.0,346,530000.0,7,Personal,Self-Employed,0
137600.0,42900.0,697,1960000.0,9,Business,Self-Employed,1
168100.0,71900.0,693,3890000.0,22,Home,Unemployed,0
194700.0,95800.0,427,240000.0,6,Personal,Unemployed,0
152000.0,71100.0,728,100000.0,5,Personal,Salaried,1
199500.0,19000.0,748,6940000.0,12,Home,Self-Employed,1
191600.0,23200.0,855,3510000.0,17,Home,Salaried,1
100000.0,56300.0,672,1710000.0,5,Business,Self-Employed,0
89200.0,44000.0,789,1430000.0,2,Personal,Salaried,0
85500.0,42800.0,851,2570000.0,17,Home,Self-Employed,0
38800.0,7600.0,726,4430000.0,29,Home,Salaried,0
94400.0,0.0,743,550000.0,6,Business,Salaried,1
179500.0,50200.0,811,1050000.0,7,Personal,Salaried,1
31400.0,0.0,741,580000.0,13,Education,Salaried,1
132000.0,0.0,768,900000.0,5,Business,Salaried,1
169200.0,0.0,627,1220000.0,6,Education,Salaried,1
137100.0,64200.0,733,6780000.0,17,Home,Salaried,0
32300.0,0.0,626,380000.0,4,Business,Salaried,1
147000.0,57100.0,715,2600000.0,1,Business,Self-Employed,0
16800.0,200.0,324,2770000.0,1,Business,Self-Employed,0
140400.0,81300.0,783,520000.0,14,Education,Salaried,0
42200.0,21900.0,772,1140000.0,15,Education,Self-Employed,0
74700.0,33200.0,356,2500000.0,2,Business,Self-Employed,0
70800.0,7900.0,675,1070000.0,3,Personal,Self-Employed,1
153900.0,0.0,631,1790000.0,9,Business,Self-Employed,1
113200.0,47200.0,623,920000.0,13,Education,Self-Employed,1
76000.0,6100.0,801,1120000.0,15,Education,Salaried,1
54300.0,0.0,646,1490000.0,1,Personal,Salaried,1
54500.0,7100.0,670,660000.0,24,Home,Salaried,1
115600.0,28600.0,445,1920000.0,7,Business,Salaried,0
61500.0,33200.0,380,570000.0,14,Education,Self-Employed,0
120800.0,66500.0,477,4520000.0,8,Home,Self-Employed,0
146900.0,48800.0,416,4810000.0,6,Home,Self-Employed,0
94000.0,0.0,733,1720000.0,1,Business,Salaried,1
39800.0,1600.0,735,2850000.0,1,Business,Self-Employed,0
155700.0,37000.0,685,2120000.0,5,Business,Salaried,1
113400.0,21400.0,743,2170000.0,6,Business,Salaried,1
111600.0,0.0,671,910000.0,7,Personal,Self-Employed,1
186600.0,0.0,624,3530000.0,27,Home,Salaried,1
83700.0,42500.0,686,610000.0,7,Business,Self-Employed,0
61000.0,12900.0,619,1410000.0,2,Business,Salaried,1
23400.0,9600.0,560,1480000.0,1,Personal,Self-Employed,1
162400.0,36500.0,651,1950000.0,8,Business,Salaried,1
30200.0,2800.0,652,3810000.0,29,Home,Unemployed,0
95700.0,53700.0,498,1400000.0,14,Home,Self-Employed,0
45900.0,24800.0,741,1500000.0,3,Personal,Salaried,0
189500.0,7400.0,641,2890000.0,8,Business,Self-Employed,1
23000.0,0.0,800,2010000.0,10,Business,Salaried,0
72300.0,24900.0,703,830000.0,2,Personal,Self-Employed,1
49200.0,0.0,710,1120000.0,5,Home,Salaried,1
126600.0,75400.0,779,1060000.0,11,Education,Salaried,0
69700.0,37600.0,749,6040000.0,22,Home,Unemployed,1
78100.0,38600.0,710,790000.0,5,Education,Salaried,0
30500.0,0.0,478,140000.0,2,Personal,Unemployed,0
83700.0,0.0,681,1360000.0,6,Personal,Salaried,1
197600.0,0.0,798,110000.0,5,Education,Unemployed,1
91500.0,47400.0,660,1320000.0,14,Education,Self-Employed,0
90200.0,15100.0,504,1520000.0,10,Business,Self-Employed,1
156200.0,64600.0,632,560000.0,8,Business,Salaried,1
151100.0,0.0,761,460000.0,7,Education,Salaried,1
34400.0,0.0,537,850000.0,10,Education,Salaried,0
32600.0,16300.0,777,1220000.0,2,Personal,Salaried,0
38800.0,1000.0,491,320000.0,6,Education,Salaried,0
190300.0,108500.0,387,320000.0,6,Personal,Salaried,0
66900.0,7400.0,753,1370000.0,8,Business,Salaried,1
66100.0,21700.0,631,990000.0,21,Home,Self-Employed,1
72500.0,39200.0,568,530000.0,6,Home,Self-Employed,0
155300.0,50800.0,794,730000.0,5,Personal,Self-Employed,1
84700.0,0.0,720,410000.0,13,Education,Self-Employed,1
177300.0,30500.0,851,3410000.0,13,Home,Salaried,1
93200.0,2400.0,812,1280000.0,9,Education,Self-Employed,1
88300.0,0.0,714,1430000.0,10,Education,Salaried,1
37000.0,5500.0,735,1420000.0,14,Education,Self-Employed,1
115100.0,0.0,750,360000.0,5,Education,Unemployed,1
168600.0,0.0,605,730000.0,9,Business,Salaried,1
93200.0,0.0,660,1750000.0,3,Business,Unemployed,0
120100.0,0.0,687,2340000.0,28,Home,Self-Employed,1
187400.0,82700.0,469,2380000.0,2,Business,Salaried,1
28900.0,0.0,772,1440000.0,3,Personal,Salaried,1
71300.0,0.0,691,300000.0,7,Education,Self-Employed,1
40600.0,13000.0,647,4640000.0,20,Home,Unemployed,0
181900.0,0.0,643,700000.0,15,Education,Self-Employed,0
101700.0,0.0,872,1150000.0,8,Business,Salaried,1
15700.0,6300.0,692,1140000.0,16,Home,Salaried,0
139300.0,0.0,836,7700000.0,11,Home,Self-Employed,0
161000.0,0.0,867,770000.0,12,Education,Salaried,1
80700.0,24900.0,526,170000.0,6,Business,Unemployed,0
143700.0,85900.0,677,1490000.0,6,Personal,Self-Employed,0
17900.0,0.0,302,870000.0,3,Personal,Salaried,0
18800.0,7900.0,788,2580000.0,7,Business,Salaried,0
77100.0,8900.0,620,700000.0,13,Education,Salaried,1
180400.0,13900.0,670,310000.0,4,Education,Self-Employed,1
174400.0,1400.0,517,5130000.0,9,Home,Self-Employed,0
74200.0,27300.0,640,2760000.0,2,Business,Self-Employed,0
160800.0,4800.0,688,810000.0,4,Personal,Salaried,1
47000.0,19100.0,315,640000.0,1,Business,Self-Employed,0
177100.0,20100.0,777,1910000.0,15,Home,Salaried,1
131400.0,47400.0,680,3700000.0,16,Home,Salaried,0
194000.0,87800.0,611,540000.0,6,Personal,Self-Employed,1
155700.0,0.0,773,360000.0,10,Business,Salaried,1
125800.0,0.0,768,510000.0,8,Education,Self-Employed,1
68400.0,22400.0,666,590000.0,6,Business,Salaried,1
161700.0,0.0,809,1450000.0,3,Business,Salaried,1
16600.0,3200.0,458,1260000.0,1,Business,Salaried,0
189900.0,1900.0,676,1980000.0,20,Home,Salaried,1
172500.0,19700.0,722,680000.0,5,Education,Self-Employed,1
31900.0,0.0,742,240000.0,5,Personal,Salaried,1
14400.0,1400.0,758,3720000.0,8,Home,Salaried,0
82200.0,6300.0,717,80000.0,8,Education,Salaried,1
141400.0,0.0,458,7260000.0,20,Home,Unemployed,0
74200.0,5700.0,747,1460000.0,6,Education,Salaried,1
58800.0,31400.0,813,3380000.0,9,Home,Self-Employed,0
99000.0,0.0,481,130000.0,4,Personal,Salaried,0
80400.0,0.0,665,50000.0,8,Education,Self-Employed,1
159300.0,0.0,686,2660000.0,4,Business,Salaried,1
124300.0,54700.0,657,6490000.0,14,Home,Unemployed,0
165900.0,26000.0,588,1990000.0,7,Business,Salaried,0
198700.0,45500.0,712,1010000.0,5,Business,Self-Employed,1
97200.0,7500.0,330,7010000.0,22,Home,Self-Employed,0
147500.0,55700.0,703,2950000.0,29,Home,Salaried,1
154200.0,47300.0,765,770000.0,4,Education,Salaried,1
